Sentence,Label,Term
This leaves deaf and hard of hearing users with no way of learning about events that provide no spoken information such as the sounds produced by a faulty appliance or the barked alert of a dutiful guard dog.,0,hard of hearing
"""The app is tailored for individuals with impairments who cannot use traditional tools.""",1,impairments
"""Deficient participants required extended time to complete tasks due to their limitations.""",1,deficient
"""The system compensates for the challenges crips face in traditional workspaces.""",1,crip
"The results from sighted participants showed that the error sizes in the reading pie charts were, on the whole, smaller than those in the reading band charts and that there was little difference between the reading times of the two charts.",0,whole
"""The software includes an easy-access mode for individuals with special needs.""",1,special needs
"More than 100 persons with mental and cognitive disabilities participated in the study (people with diagnoses such as depression, anxiety disorder, bipolarity, and schizophrenia).",0,disorder
The first round of consultations was conducted with 3 visually impaired adults with significant programming experience; the second one involved 9 children with mixed visual abilities.,1,visually impaired
"""The app assumes a deaf person cannot access auditory cues effectively.""",1,deaf person
Our focus user group comprises people with severe form of spastic cerebral palsy and highly restricted motor movement skills.,0,spastic
"""The report critiques the persistence of 'children with autism' in older educational materials.""",0,children with autism
"""Participants who are hard of hearing performed significantly worse due to their sensory limitations.""",1,hard of hearing
"""The tool ensures early detection of atypical power consumption in smart grids.""",0,atypical
"""The program simplifies workflows for users with mental limitations to improve accessibility.""",1,mental
"""The design emphasizes preserving the whole structure of information for better comprehension.""",0,whole
"""Our system was designed to address the challenges posed by deficient cognitive abilities.""",1,deficient
"""The study compared the cognitive performance of healthy participants to those with impairments.""",1,healthy
"""The software prioritizes tasks that patients can manage without excessive difficulty.""",1,patient
