Sentence,Label,Term
"""The app’s features were optimized for regular users, with add-ons for slow individuals.""",1,slow
"""The program was designed for able-bodied users but later modified for inclusivity.""",1,able-bodied
"""The program assumes that most users fit the profile of auditory learners.""",1,fit
"""Many dyslexics benefit from additional time during exams and assignments.""",1,dyslexic
"""The study critiques how 'impairments' perpetuates deficit-based views in certain contexts.""",0,impairments
"""The findings were shared during the Biennial Conference on Special Needs and Education.""",0,special needs
"""The analysis highlights the harm caused by referring to individuals as deficient in academic literature.""",0,deficient
"""Hunchbacks often experience difficulty in settings that require prolonged standing.""",1,hunchback
"""The deaf are more likely to encounter challenges in environments lacking visual aids.""",1,the deaf
"""The app enables Deaf users to access information through ASL translations.""",0,the deaf
"""The app simplifies daily tasks for homebound individuals who cannot leave their residences.""",1,homebound
"""Paraplegics often need specialized seating to ensure comfort and stability.""",1,paraplegic
"""The app integrates tools to improve a patient’s experience during hospital stays.""",0,patient
"""Researchers are studying the effects of sleep disorders on cognitive functioning.""",0,disorder
"""We organized focus groups with members of the blind community to gather feedback.""",0,the blind
"""The system aims to create a seamless experience for a patient navigating their healthcare journey.""",0,patient
"""The program simplifies tasks for hard of hearing users, acknowledging their inability to process audio.""",1,hard of hearing
"""Our findings show that hearing-impaired individuals rely heavily on subtitles in digital media.""",1,hearing-impaired
"""The research aims to improve workplace inclusion for individuals with mood disorders.""",0,disorder
"""The design was adjusted to cater to the limitations of those with visual disorders.""",1,disorder
"""Feedback from a blind person helped improve the accessibility features of the app.""",0,blind person
"""Training sessions were organized with input from the blind community to improve effectiveness.""",0,the blind
"""Illiterate participants showed slower completion times compared to literate ones.""",1,illiterate
"""We designed the app to ensure even a deaf person could use it without difficulty.""",1,deaf person
"""Our platform was developed with input from Deaf stakeholders to improve engagement.""",0,the deaf
"""The program offers modules tailored for children with autism to develop language skills.""",1,children with autism
"""We introduced tactile maps to aid navigation for the visually impaired.""",1,visually impaired
"""Special participants struggled to adapt to the complexity of the digital environment.""",1,special
"""The app includes special customization features to meet individual preferences.""",0,special
